time,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max
2025-09-11,28.8,25.2,2.0,17.0
2025-09-12,29.0,25.2,1.7,15.9
2025-09-13,28.9,24.0,1.8,15.7
2025-09-14,28.6,24.2,2.2,12.6
2025-09-15,28.2,24.2,10.6,15.4
2025-09-16,28.2,24.0,8.8,12.6
2025-09-17,27.9,24.3,37.6,15.1
2025-09-18,27.5,24.3,9.5,12.0
2025-09-19,28.5,24.5,4.8,10.6
2025-09-20,28.6,24.4,1.5,13.7
2025-09-21,28.0,23.9,6.6,12.8
2025-09-22,28.5,23.9,3.8,13.9
2025-09-23,27.6,23.9,19.8,12.9
2025-09-24,28.4,23.5,14.6,13.9
2025-09-25,27.7,23.5,22.8,15.6
2025-09-26,27.7,23.8,15.7,18.2
2025-09-27,27.6,23.5,18.4,17.2
2025-09-28,28.0,24.1,11.0,14.9
2025-09-29,30.0,24.1,4.0,19.7
2025-09-30,28.9,24.4,1.6,15.1
2025-10-01,29.0,24.3,1.3,11.7
2025-10-02,29.0,24.8,1.5,13.4
2025-10-03,30.1,24.5,6.0,13.1
2025-10-04,29.8,24.1,5.0,10.7
2025-10-05,28.4,25.1,2.0,13.1
2025-10-06,29.5,25.0,0.3,15.5
2025-10-07,29.5,24.8,0.3,17.0
2025-10-08,30.6,25.0,0.8,11.2
2025-10-09,29.9,25.0,2.7,10.7
2025-10-10,30.4,23.9,7.5,11.5
2025-10-11,30.9,24.8,0.1,12.9
2025-10-12,31.5,23.9,17.6,16.4
2025-10-13,29.6,25.0,2.7,10.7
2025-10-14,30.5,23.9,15.5,14.5
2025-10-15,29.2,24.5,13.7,10.8
2025-10-16,28.7,24.4,8.4,12.8
2025-10-17,29.0,24.6,24.7,9.7
2025-10-18,29.2,24.2,11.0,12.5
2025-10-19,29.8,23.8,8.3,14.8
2025-10-20,29.9,24.1,9.4,10.4
2025-10-21,27.2,24.1,8.1,8.7
2025-10-22,29.1,24.5,27.6,19.6
2025-10-23,29.0,23.4,15.9,21.5
2025-10-24,28.8,23.5,5.1,15.5
2025-10-25,29.0,24.4,1.2,13.1
2025-10-26,29.9,24.6,2.1,11.7
2025-10-27,25.0,23.1,26.2,13.6
2025-10-28,29.0,23.8,14.1,14.5
2025-10-29,30.0,24.1,6.3,15.7
2025-10-30,30.2,24.3,0.4,8.3
2025-10-31,30.7,24.1,0.0,10.5
2025-11-01,30.5,24.0,0.0,14.1
2025-11-02,29.9,23.6,0.1,14.7
2025-11-03,29.5,23.8,1.1,17.3
2025-11-04,29.9,24.6,1.1,17.8
2025-11-05,29.4,25.1,1.0,19.9
2025-11-06,30.0,24.6,0.1,15.0
2025-11-07,29.6,24.5,0.0,16.5
2025-11-08,29.9,24.4,0.3,17.2
2025-11-09,28.4,23.9,5.3,10.5
2025-11-10,28.1,23.6,3.4,8.4
2025-11-11,29.4,24.2,0.7,14.2
2025-11-12,29.5,24.8,0.5,14.8
2025-11-13,29.6,24.8,2.2,12.4
2025-11-14,29.3,24.1,1.6,10.3
2025-11-15,28.8,24.1,1.0,7.6
2025-11-16,30.0,23.6,4.3,13.5
2025-11-17,28.9,24.0,3.5,8.5
2025-11-18,29.3,23.7,6.4,12.2
2025-11-19,29.6,23.4,6.3,8.9
2025-11-20,29.5,24.1,10.4,10.5
2025-11-21,31.0,24.8,3.8,14.0
2025-11-22,30.0,25.4,2.9,10.1
2025-11-23,30.2,24.8,19.2,10.3
2025-11-24,28.9,25.1,2.6,11.5
2025-11-25,30.1,24.2,0.2,7.8
2025-11-26,30.2,24.0,0.0,10.0
2025-11-27,30.0,23.9,0.0,9.7
2025-11-28,29.8,23.2,0.2,10.6
2025-11-29,28.9,23.2,0.0,7.4
2025-11-30,29.6,23.0,0.1,11.7
2025-12-01,30.1,23.5,3.8,11.1
2025-12-02,29.8,23.6,3.9,12.0
2025-12-03,28.5,24.6,5.2,7.2
2025-12-04,30.3,24.8,10.3,10.5
2025-12-05,30.5,24.6,1.6,8.3
2025-12-06,30.1,24.3,0.0,11.1
2025-12-07,29.5,24.5,0.5,13.0
2025-12-08,30.7,23.8,0.0,12.2
2025-12-09,30.0,23.0,0.0,9.6
2025-12-10,31.0,23.1,0.0,8.5
2025-12-11,31.8,23.3,0.0,11.1
2025-12-12,30.5,22.4,0.0,11.6
2025-12-13,30.9,22.8,0.0,13.4
2025-12-14,31.6,22.4,0.0,14.3
2025-12-15,31.2,21.5,0.0,12.8
2025-12-16,30.4,21.5,0.0,16.3
2025-12-17,32.5,24.4,0.0,13.3
2025-12-18,31.9,21.4,0.0,11.7
2025-12-19,32.2,21.5,0.0,13.5
2025-12-20,32.1,20.4,0.0,14.1
2025-12-21,30.5,21.0,0.0,11.7
2025-12-22,31.2,21.1,0.0,13.2
2025-12-23,30.9,22.0,0.0,13.0
2025-12-24,31.5,21.9,0.4,13.1
2025-12-25,31.0,22.5,0.2,13.5
2025-12-26,30.4,22.2,0.0,17.4
2025-12-27,32.0,23.2,0.1,17.0
2025-12-28,31.9,23.9,0.0,15.0
2025-12-29,32.2,23.7,0.0,14.7
2025-12-30,31.5,23.9,0.1,16.4
2025-12-31,29.2,24.1,1.3,15.7
